date,district,grade,highest_price_rs_kg,average_price_rs_kg
08.03.2016,Kalutara,C-4,1450.0,1415.0
08.03.2016,Kalutara,M-5,1360.0,1340.0
08.03.2016,Ratnapura,Alba,2100.0,2066.0
08.03.2016,Ratnapura,C-5 Sp,1700.0,1683.0
08.03.2016,Ratnapura,C-5,1600.0,1583.0
08.03.2016,Ratnapura,C-4,1450.0,1416.0
08.03.2016,Ratnapura,M-5,1300.0,1266.0
08.03.2016,Ratnapura,H-1,1300.0,1250.0
08.03.2016,Ratnapura,H-2,1100.0,1066.0
08.03.2016,Badulla,Heen,1100.0,967.0
08.03.2016,Badulla,Gorosu,800.0,700.0
08.03.2016,Ratnapura,M-4,1300.0,1266.0
08.03.2016,Kurunegala,Gorosu,800.0,783.0
08.03.2016,Kurunegala,Heen,1250.0,1217.0
08.03.2016,Kalutara,C-5 Sp,1700.0,1660.0
08.03.2016,Gampaha,Gorosu,1300.0,1000.0
08.03.2016,Gampaha,C-4,1700.0,1550.0
08.03.2016,Colombo,H-2,1400.0,1400.0
08.03.2016,Kalutara,C-5,1550.0,1550.0
08.03.2016,Colombo,C-4,1550.0,1550.0
08.03.2016,Colombo,C-5,1700.0,1700.0
08.03.2016,Colombo,C-5 Sp,1800.0,1800.0
08.03.2016,Colombo,H-1,1450.0,1450.0
15.03.2016,Matara,Alba,2150.0,2125.0
15.03.2016,Kalutara,H-1,1140.0,1110.0
15.03.2016,Kalutara,H-2,1000.0,1000.0
15.03.2016,Galle,Alba,2200.0,2150.0
15.03.2016,Galle,C-5 Sp,1850.0,1830.0
15.03.2016,Galle,C-5,1680.0,1650.0
15.03.2016,Galle,C-4,1650.0,1630.0
15.03.2016,Galle,H-1,1540.0,1535.0
15.03.2016,Galle,H-2,1530.0,1515.0
15.03.2016,Monaragala,Gorosu,1000.0,975.0
15.03.2016,Kalutara,M-4,1250.0,1220.0
15.03.2016,Matara,C-4,1630.0,1623.0
15.03.2016,Matara,M-5,1600.0,1600.0
15.03.2016,Matara,M-4,1580.0,1565.0
15.03.2016,Matara,H-1,1550.0,1530.0
15.03.2016,Matara,H-2,1520.0,1500.0
15.03.2016,Matara,H-Faq,1400.0,1367.0
15.03.2016,Hambantota,C-5,1630.0,1630.0
15.03.2016,Hambantota,C-4,1630.0,1630.0
15.03.2016,Hambantota,H-1,1520.0,1510.0
15.03.2016,Hambantota,Gorosu,1520.0,1510.0
15.03.2016,Matara,C-5,1700.0,1660.0
15.03.2016,Kalutara,M-5,1400.0,1330.0
15.03.2016,Matara,C-5 Sp,1800.0,1775.0
15.03.2016,Kalutara,C-5,1700.0,1585.0
15.03.2016,Ratnapura,Alba,2200.0,2100.0
15.03.2016,Ratnapura,C-5 Sp,1900.0,1766.0
15.03.2016,Ratnapura,C-5,1800.0,1716.0
15.03.2016,Ratnapura,C-4,1600.0,1550.0
15.03.2016,Ratnapura,M-5,1500.0,1300.0
15.03.2016,Ratnapura,M-4,1500.0,1300.0
15.03.2016,Ratnapura,H-1,1500.0,1433.0
15.03.2016,Ratnapura,H-2,1400.0,1166.0
15.03.2016,Badulla,Heen,1100.0,1033.0
15.03.2016,Badulla,Gorosu,800.0,633.0
15.03.2016,Kalutara,C-4,1600.0,1480.0
15.03.2016,Kurunegala,Gorosu,800.0,787.0
15.03.2016,Colombo,C-5 Sp,1950.0,1950.0
15.03.2016,Colombo,C-5,1850.0,1850.0
15.03.2016,Colombo,C-4,1600.0,1600.0
15.03.2016,Colombo,H-1,1550.0,1550.0
15.03.2016,Colombo,H-2,1500.0,1500.0
15.03.2016,Gampaha,C-4,1600.0,1550.0
15.03.2016,Gampaha,Gorosu,1400.0,1100.0
15.03.2016,Kalutara,Alba,2000.0,2000.0
15.03.2016,Kalutara,C-5 Sp,1800.0,1680.0
15.03.2016,Kurunegala,Heen,1300.0,1267.0
21.03.2016,Matara,Alba,2100.0,2100.0
21.03.2016,Galle,H-2,1530.0,1520.0
21.03.2016,Galle,H-1,1540.0,1535.0
21.03.2016,Kalutara,H-2,1050.0,1010.0
21.03.2016,Galle,C-5,1680.0,1650.0
21.03.2016,Galle,C-5 Sp,1850.0,1830.0
21.03.2016,Galle,Alba,2200.0,2150.0
21.03.2016,Matara,C-5 Sp,1800.0,1775.0
21.03.2016,Galle,C-4,1650.0,1630.0
21.03.2016,Matara,C-5,1700.0,1677.0
21.03.2016,Matara,H-Faq,1450.0,1413.0
21.03.2016,Matara,M-5,1600.0,1595.0
21.03.2016,Matara,M-4,1580.0,1570.0
21.03.2016,Matara,H-1,1550.0,1547.0
21.03.2016,Matara,H-2,1520.0,1497.0
21.03.2016,Hambantota,C-4,1630.0,1630.0
21.03.2016,Hambantota,M-5,1630.0,1630.0
21.03.2016,Hambantota,H-1,1520.0,1510.0
21.03.2016,Hambantota,Gorosu,1520.0,1510.0
21.03.2016,Monaragala,Gorosu,1200.0,960.0
21.03.2016,Kalutara,H-1,1200.0,1130.0
21.03.2016,Matara,C-4,1630.0,1610.0
21.03.2016,Kalutara,M-4,1350.0,1250.0
21.03.2016,Kalutara,M-5,1450.0,1350.0
21.03.2016,Kalutara,C-4,1600.0,1480.0
21.03.2016,Ratnapura,Alba,2200.0,2100.0
21.03.2016,Ratnapura,C-5 Sp,1800.0,1716.0
21.03.2016,Ratnapura,C-5,1650.0,1616.0
21.03.2016,Ratnapura,C-4,1900.0,1466.0
21.03.2016,Ratnapura,M-5,1200.0,1166.0
21.03.2016,Ratnapura,M-4,1200.0,1166.0
21.03.2016,Ratnapura,H-2,1050.0,1016.0
21.03.2016,Badulla,Heen,1100.0,1033.0
21.03.2016,Badulla,Gorosu,800.0,633.0
21.03.2016,Kurunegala,Heen,1600.0,1333.0
21.03.2016,Ratnapura,H-1,1300.0,1266.0
21.03.2016,Colombo,C-5 Sp,1850.0,1850.0
21.03.2016,Kurunegala,Gorosu,800.0,767.0
21.03.2016,Kalutara,C-5 Sp,1800.0,1680.0
21.03.2016,Kalutara,Alba,2000.0,2000.0
21.03.2016,Gampaha,Gorosu,1400.0,1275.0
21.03.2016,Gampaha,C-4,1800.0,1725.0
21.03.2016,Kalutara,C-5,1700.0,1560.0
21.03.2016,Colombo,H-1,1500.0,1500.0
21.03.2016,Colombo,C-4,1700.0,1700.0
21.03.2016,Colombo,C-5,1800.0,1800.0
21.03.2016,Colombo,H-2,1450.0,1450.0
29.03.2016,Matara,Alba,2100.0,2100.0
29.03.2016,Monaragala,Gorosu,1600.0,1187.0
29.03.2016,Kalutara,M-4,1350.0,1250.0
29.03.2016,Kalutara,H-1,1200.0,1130.0
29.03.2016,Kalutara,H-2,1000.0,1000.0
29.03.2016,Galle,Alba,2200.0,2180.0
29.03.2016,Galle,C-5 Sp,1850.0,1800.0
29.03.2016,Galle,C-4,1660.0,1650.0
29.03.2016,Galle,H-1,1550.0,1540.0
29.03.2016,Galle,H-2,1520.0,1500.0
29.03.2016,Matara,C-5 Sp,1800.0,1790.0
29.03.2016,Hambantota,Gorosu,1530.0,1515.0
29.03.2016,Matara,C-4,1700.0,1658.0
29.03.2016,Matara,M-5,1680.0,1640.0
29.03.2016,Matara,M-4,1650.0,1615.0
29.03.2016,Matara,H-1,1550.0,1547.0
29.03.2016,Matara,H-2,1530.0,1503.0
29.03.2016,Matara,H-Faq,1480.0,1410.0
29.03.2016,Hambantota,C-5,1700.0,1675.0
29.03.2016,Hambantota,C-4,1650.0,1625.0
29.03.2016,Hambantota,H-1,1550.0,1540.0
29.03.2016,Kalutara,M-5,1500.0,1360.0
29.03.2016,Matara,C-5,1750.0,1688.0
29.03.2016,Kalutara,C-4,1600.0,1460.0
29.03.2016,Kalutara,Alba,2000.0,2000.0
29.03.2016,Kalutara,C-5 Sp,1800.0,1680.0
29.03.2016,Kalutara,C-5,1700.0,1580.0
29.03.2016,Ratnapura,Alba,2100.0,2100.0
29.03.2016,Ratnapura,C-5 Sp,1650.0,1616.0
29.03.2016,Ratnapura,C-5,1550.0,1516.0
29.03.2016,Ratnapura,C-4,1450.0,1450.0
29.03.2016,Ratnapura,M-5,1350.0,1316.0
29.03.2016,Ratnapura,H-1,1370.0,1360.0
29.03.2016,Ratnapura,H-2,1250.0,1215.0
29.03.2016,Badulla,C-5,1650.0,1650.0
29.03.2016,Badulla,C-4,1500.0,1500.0
29.03.2016,Ratnapura,M-4,1350.0,1316.0
29.03.2016,Badulla,Gorosu,800.0,675.0
29.03.2016,Badulla,Heen,1400.0,1125.0
29.03.2016,Gampaha,C-4,1800.0,1600.0
29.03.2016,Colombo,H-2,1450.0,1450.0
29.03.2016,Colombo,H-1,1500.0,1500.0
29.03.2016,Colombo,C-4,1700.0,1700.0
29.03.2016,Gampaha,Gorosu,1500.0,1050.0
29.03.2016,Colombo,C-5 Sp,1900.0,1900.0
29.03.2016,Kurunegala,Gorosu,800.0,750.0
29.03.2016,Kurunegala,Heen,1200.0,1166.0
29.03.2016,Colombo,C-5,1850.0,1850.0
05.04.2016,Matara,Alba,2100.0,2100.0
05.04.2016,Kalutara,H-1,1200.0,1115.0
05.04.2016,Kalutara,H-2,1000.0,980.0
05.04.2016,Galle,Alba,2200.0,2180.0
05.04.2016,Galle,C-5 Sp,1850.0,1840.0
05.04.2016,Galle,C-5,1680.0,1660.0
05.04.2016,Galle,C-4,1650.0,1640.0
05.04.2016,Galle,H-1,1550.0,1540.0
05.04.2016,Galle,H-2,1520.0,1500.0
05.04.2016,Matara,C-5 Sp,1800.0,1775.0
05.04.2016,Hambantota,Gorosu,1500.0,1500.0
05.04.2016,Matara,C-4,1630.0,1617.0
05.04.2016,Matara,M-5,1600.0,1595.0
05.04.2016,Matara,M-4,1580.0,1570.0
05.04.2016,Matara,H-1,1550.0,1550.0
05.04.2016,Matara,H-2,1550.0,1519.0
05.04.2016,Matara,H-Faq,1450.0,1425.0
05.04.2016,Hambantota,C-5,1675.0,1662.0
05.04.2016,Hambantota,C-4,1650.0,1650.0
05.04.2016,Hambantota,H-1,1550.0,1550.0
05.04.2016,Kalutara,M-4,1350.0,1250.0
05.04.2016,Monaragala,Gorosu,1500.0,1162.0
05.04.2016,Matara,C-5,1700.0,1675.0
05.04.2016,Kalutara,M-5,1400.0,1330.0
05.04.2016,Kalutara,C-5 Sp,1700.0,1630.0
05.04.2016,Kalutara,C-5,1600.0,1530.0
05.04.2016,Ratnapura,Alba,2100.0,2000.0
05.04.2016,Kalutara,C-4,1550.0,1460.0
05.04.2016,Ratnapura,C-5,1650.0,1600.0
05.04.2016,Ratnapura,C-4,1300.0,1250.0
05.04.2016,Ratnapura,M-5,1100.0,1050.0
05.04.2016,Ratnapura,H-1,1350.0,1300.0
05.04.2016,Ratnapura,H-2,1100.0,1050.0
05.04.2016,Badulla,C-5,1700.0,1700.0
05.04.2016,Badulla,C-4,1600.0,1600.0
05.04.2016,Badulla,Heen,1400.0,1150.0
05.04.2016,Ratnapura,C-5 Sp,1750.0,1700.0
05.04.2016,Kurunegala,Heen,1600.0,1533.0
05.04.2016,Badulla,Gorosu,1200.0,775.0
05.04.2016,Gampaha,Gorosu,1300.0,1100.0
05.04.2016,Gampaha,C-4,1600.0,1400.0
05.04.2016,Colombo,H-2,1450.0,1450.0
05.04.2016,Kalutara,Alba,2000.0,2000.0
05.04.2016,Colombo,C-4,1650.0,1650.0
05.04.2016,Colombo,C-5,1850.0,1850.0
05.04.2016,Colombo,C-5 Sp,1900.0,1900.0
05.04.2016,Kurunegala,Gorosu,850.0,833.0
05.04.2016,Colombo,H-1,1500.0,1500.0
19.04.2016,Matara,Alba,2100.0,2100.0
19.04.2016,Galle,Alba,2200.0,2180.0
19.04.2016,Galle,C-5 Sp,1850.0,1840.0
19.04.2016,Galle,C-5,1680.0,1660.0
19.04.2016,Galle,C-4,1650.0,1640.0
19.04.2016,Galle,H-1,1550.0,1540.0
19.04.2016,Galle,H-2,1520.0,1500.0
19.04.2016,Matara,C-5,1650.0,1650.0
19.04.2016,Hambantota,C-4,1650.0,1650.0
19.04.2016,Matara,H-2,1540.0,1510.0
19.04.2016,Matara,H-Faq,1350.0,1350.0
19.04.2016,Hambantota,C-5,1675.0,1672.0
19.04.2016,Hambantota,H-1,1570.0,1560.0
19.04.2016,Hambantota,Gorosu,1550.0,1525.0
19.04.2016,Monaragala,Gorosu,1300.0,1087.0
19.04.2016,Kalutara,H-2,1000.0,980.0
19.04.2016,Matara,H-1,1550.0,1550.0
19.04.2016,Kalutara,H-1,1200.0,1130.0
19.04.2016,Badulla,Heen,1200.0,1100.0
19.04.2016,Kalutara,M-5,1400.0,1330.0
19.04.2016,Badulla,C-5,1700.0,1700.0
19.04.2016,Badulla,C-4,1550.0,1550.0
19.04.2016,Kalutara,M-4,1350.0,1250.0
19.04.2016,Kurunegala,Heen,1300.0,1283.0
19.04.2016,Kurunegala,Gorosu,800.0,750.0
19.04.2016,Colombo,C-5 Sp,1850.0,1850.0
19.04.2016,Colombo,C-5,1750.0,1750.0
19.04.2016,Colombo,C-4,1700.0,1700.0
19.04.2016,Badulla,Gorosu,1000.0,725.0
19.04.2016,Colombo,H-2,1500.0,1500.0
19.04.2016,Gampaha,C-4,1800.0,1700.0
19.04.2016,Gampaha,Gorosu,1400.0,1200.0
19.04.2016,Kalutara,Alba,2000.0,2000.0
19.04.2016,Kalutara,C-5 Sp,1650.0,1620.0
19.04.2016,Kalutara,C-5,1600.0,1530.0
19.04.2016,Kalutara,C-4,1500.0,1450.0
19.04.2016,Colombo,H-1,1550.0,1550.0
26.04.2016,Matara,Alba,2150.0,2117.0
26.04.2016,Galle,H-2,1530.0,1510.0
26.04.2016,Galle,H-1,1550.0,1530.0
26.04.2016,Galle,C-4,1630.0,1620.0
26.04.2016,Kalutara,H-2,1000.0,1000.0
26.04.2016,Galle,C-5 Sp,1800.0,1780.0
26.04.2016,Galle,Alba,2100.0,2000.0
26.04.2016,Kalutara,H-1,1200.0,1130.0
26.04.2016,Matara,C-5 Sp,1750.0,1750.0
26.04.2016,Galle,C-5,1650.0,1630.0
26.04.2016,Matara,C-5,1700.0,1683.0
26.04.2016,Hambantota,H-1,1580.0,1575.0
26.04.2016,Matara,M-5,1600.0,1600.0
26.04.2016,Matara,M-4,1580.0,1580.0
26.04.2016,Matara,H-1,1560.0,1553.0
26.04.2016,Matara,H-2,1540.0,1519.0
26.04.2016,Matara,H-Faq,1500.0,1433.0
26.04.2016,Hambantota,C-5,1675.0,1662.0
26.04.2016,Hambantota,C-4,1650.0,1650.0
26.04.2016,Kalutara,M-5,1350.0,1300.0
26.04.2016,Hambantota,Gorosu,1560.0,1555.0
26.04.2016,Monaragala,Gorosu,1100.0,1083.0
26.04.2016,Matara,C-4,1680.0,1653.0
26.04.2016,Kalutara,C-4,1500.0,1430.0
26.04.2016,Kalutara,M-4,1300.0,1230.0
26.04.2016,Kalutara,C-5 Sp,1700.0,1650.0
26.04.2016,Kalutara,C-5,1600.0,1550.0
26.04.2016,Ratnapura,C-5 Sp,1750.0,1716.0
26.04.2016,Ratnapura,C-5,1650.0,1616.0
26.04.2016,Ratnapura,C-4,1550.0,1533.0
26.04.2016,Ratnapura,M-5,1500.0,1483.0
26.04.2016,Ratnapura,M-4,1500.0,1483.0
26.04.2016,Ratnapura,H-1,1300.0,1293.0
26.04.2016,Ratnapura,H-2,1250.0,1250.0
26.04.2016,Badulla,C-5,1700.0,1700.0
26.04.2016,Badulla,C-4,1500.0,1500.0
26.04.2016,Badulla,Heen,1400.0,1150.0
26.04.2016,Ratnapura,Alba,2100.0,2066.0
26.04.2016,Kurunegala,Heen,1500.0,1400.0
26.04.2016,Kurunegala,Gorosu,800.0,767.0
26.04.2016,Colombo,C-5 Sp,1800.0,1800.0
26.04.2016,Colombo,C-5,1700.0,1700.0
26.04.2016,Colombo,C-4,1650.0,1650.0
26.04.2016,Colombo,H-1,1550.0,1550.0
26.04.2016,Colombo,H-2,1500.0,1500.0
26.04.2016,Gampaha,C-4,1800.0,1600.0
26.04.2016,Gampaha,Gorosu,1400.0,1200.0
26.04.2016,Kalutara,Alba,2000.0,2000.0
26.04.2016,Badulla,Gorosu,800.0,700.0
03.05.2016,Galle,H-1,1580.0,1570.0
03.05.2016,Galle,C-4,1720.0,1700.0
03.05.2016,Galle,C-5,1780.0,1750.0
03.05.2016,Kalutara,M-4,1260.0,1230.0
03.05.2016,Galle,Alba,2130.0,2100.0
03.05.2016,Kalutara,H-2,1000.0,990.0
03.05.2016,Kalutara,H-1,1110.0,1100.0
03.05.2016,Galle,H-2,1550.0,1540.0
03.05.2016,Galle,C-5 Sp,1850.0,1830.0
03.05.2016,Matara,Alba,2150.0,2125.0
03.05.2016,Matara,H-1,1580.0,1570.0
03.05.2016,Matara,C-5,1750.0,1725.0
03.05.2016,Matara,C-4,1670.0,1640.0
03.05.2016,Matara,M-5,1650.0,1620.0
03.05.2016,Matara,M-4,1620.0,1600.0
03.05.2016,Matara,H-2,1560.0,1543.0
03.05.2016,Matara,H-Faq,1500.0,1433.0
03.05.2016,Hambantota,Alba,2100.0,2100.0
03.05.2016,Hambantota,Gorosu,1560.0,1555.0
03.05.2016,Monaragala,Gorosu,1200.0,900.0
03.05.2016,Kalutara,M-5,1350.0,1320.0
03.05.2016,Matara,C-5 Sp,1900.0,1883.0
03.05.2016,Kalutara,C-4,1440.0,1410.0
03.05.2016,Kalutara,Alba,2000.0,2000.0
03.05.2016,Kalutara,C-5 Sp,1660.0,1620.0
03.05.2016,Ratnapura,Alba,2200.0,2166.0
03.05.2016,Kalutara,C-5,1500.0,1500.0
03.05.2016,Ratnapura,C-5,1650.0,1633.0
03.05.2016,Ratnapura,C-4,1450.0,1433.0
03.05.2016,Ratnapura,M-5,1350.0,1316.0
03.05.2016,Ratnapura,M-4,1350.0,1316.0
03.05.2016,Ratnapura,H-1,1250.0,1250.0
03.05.2016,Ratnapura,H-2,1200.0,1185.0
03.05.2016,Badulla,C-5,1700.0,1700.0
03.05.2016,Badulla,C-4,1500.0,1500.0
03.05.2016,Badulla,Heen,1200.0,1075.0
03.05.2016,Ratnapura,C-5 Sp,1750.0,1733.0
03.05.2016,Kurunegala,Heen,1400.0,1367.0
03.05.2016,Kurunegala,Gorosu,800.0,777.0
03.05.2016,Colombo,C-5 Sp,1800.0,1800.0
03.05.2016,Colombo,C-5,1700.0,1700.0
03.05.2016,Colombo,C-4,1650.0,1650.0
03.05.2016,Colombo,H-1,1550.0,1550.0
03.05.2016,Colombo,H-2,1500.0,1500.0
03.05.2016,Gampaha,C-4,1650.0,1500.0
03.05.2016,Gampaha,Gorosu,1200.0,1050.0
03.05.2016,Badulla,Gorosu,1000.0,775.0
10.05.2016,Galle,H-1,1590.0,1580.0
10.05.2016,Galle,C-4,1650.0,1650.0
10.05.2016,Galle,C-5,1740.0,1730.0
10.05.2016,Kalutara,H-1,1100.0,1100.0
10.05.2016,Galle,Alba,2100.0,2050.0
10.05.2016,Kalutara,H-2,1000.0,965.0
10.05.2016,Galle,H-2,1570.0,1560.0
10.05.2016,Galle,C-5 Sp,1850.0,1830.0
10.05.2016,Matara,Alba,2150.0,2088.0
10.05.2016,Matara,M-4,1650.0,1610.0
10.05.2016,Matara,C-5,1800.0,1690.0
10.05.2016,Matara,C-4,1700.0,1673.0
10.05.2016,Matara,M-5,1680.0,1665.0
10.05.2016,Matara,H-1,1600.0,1587.0
10.05.2016,Matara,H-2,1570.0,1543.0
10.05.2016,Matara,H-Faq,1500.0,1475.0
10.05.2016,Hambantota,Alba,2100.0,2100.0
10.05.2016,Hambantota,Gorosu,1560.0,1557.0
10.05.2016,Monaragala,Gorosu,1200.0,916.0
10.05.2016,Matara,C-5 Sp,1850.0,1850.0
10.05.2016,Kalutara,M-4,1220.0,1210.0
10.05.2016,Kalutara,C-4,1420.0,1400.0
10.05.2016,Kalutara,C-5,1500.0,1500.0
10.05.2016,Kalutara,M-5,1350.0,1320.0
10.05.2016,Ratnapura,Alba,2200.0,2100.0
10.05.2016,Ratnapura,C-5 Sp,1800.0,1783.0
10.05.2016,Ratnapura,C-5,1700.0,1650.0
10.05.2016,Ratnapura,C-4,1550.0,1500.0
10.05.2016,Ratnapura,M-4,1400.0,1316.0
10.05.2016,Ratnapura,H-1,1500.0,1483.0
10.05.2016,Ratnapura,H-2,1400.0,1350.0
10.05.2016,Badulla,C-5,1600.0,1600.0
10.05.2016,Ratnapura,M-5,1400.0,1316.0
10.05.2016,Badulla,Heen,1200.0,1150.0
10.05.2016,Badulla,Gorosu,1000.0,700.0
10.05.2016,Kurunegala,Heen,1500.0,1417.0
10.05.2016,Kurunegala,Gorosu,800.0,750.0
10.05.2016,Gampaha,C-5,1800.0,1400.0
10.05.2016,Gampaha,Gorosu,1500.0,1075.0
10.05.2016,Kalutara,Alba,2000.0,2000.0
10.05.2016,Badulla,C-4,1500.0,1500.0
10.05.2016,Kalutara,C-5 Sp,1650.0,1620.0
17.05.2016,Matara,C-5 Sp,1800.0,1767.0
17.05.2016,Galle,H-2,1580.0,1575.0
17.05.2016,Galle,H-1,1600.0,1590.0
17.05.2016,Galle,Alba,2100.0,2050.0
17.05.2016,Galle,C-5,1740.0,1730.0
17.05.2016,Galle,C-5 Sp,1850.0,1830.0
17.05.2016,Matara,C-5,1700.0,1693.0
17.05.2016,Galle,C-4,1650.0,1650.0
17.05.2016,Matara,C-4,1680.0,1670.0
17.05.2016,Monaragala,Gorosu,1400.0,711.0
17.05.2016,Matara,M-4,1650.0,1640.0
17.05.2016,Matara,H-1,1610.0,1596.0
17.05.2016,Matara,H-2,1580.0,1557.0
17.05.2016,Matara,H-Faq,1500.0,1475.0
17.05.2016,Hambantota,Alba,2100.0,2100.0
17.05.2016,Hambantota,C-5,1825.0,1800.0
17.05.2016,Hambantota,C-4,1725.0,1700.0
17.05.2016,Hambantota,Gorosu,1625.0,1600.0
17.05.2016,Kalutara,H-2,1100.0,1030.0
17.05.2016,Matara,M-5,1670.0,1660.0
17.05.2016,Kalutara,H-1,1250.0,1150.0
17.05.2016,Matara,Alba,2150.0,2088.0
17.05.2016,Kalutara,M-5,1500.0,1380.0
17.05.2016,Ratnapura,Alba,2200.0,2166.0
17.05.2016,Ratnapura,C-5 Sp,1800.0,1766.0
17.05.2016,Ratnapura,C-5,1650.0,1633.0
17.05.2016,Ratnapura,C-4,1550.0,1533.0
17.05.2016,Ratnapura,M-5,1500.0,1466.0
17.05.2016,Ratnapura,M-4,1500.0,1466.0
17.05.2016,Ratnapura,H-1,1350.0,1350.0
17.05.2016,Ratnapura,H-2,1300.0,1283.0
17.05.2016,Badulla,C-5,1600.0,1600.0
17.05.2016,Badulla,C-4,1500.0,1500.0
17.05.2016,Kalutara,M-4,1400.0,1300.0
17.05.2016,Badulla,Gorosu,1000.0,700.0
17.05.2016,Kurunegala,Heen,1400.0,1233.0
17.05.2016,Kurunegala,Gorosu,800.0,716.0
17.05.2016,Gampaha,C-5,1800.0,1675.0
17.05.2016,Gampaha,Gorosu,1500.0,1300.0
17.05.2016,Kalutara,Alba,2100.0,2030.0
17.05.2016,Kalutara,C-5 Sp,1900.0,1700.0
17.05.2016,Kalutara,C-5,1700.0,1560.0
17.05.2016,Kalutara,C-4,1610.0,1470.0
17.05.2016,Badulla,Heen,1400.0,1175.0
24.05.2016,Matara,Alba,2150.0,2133.0
24.05.2016,Galle,H-2,1590.0,1580.0
24.05.2016,Galle,H-1,1620.0,1600.0
24.05.2016,Galle,C-4,1650.0,1650.0
24.05.2016,Kalutara,H-2,1000.0,900.0
24.05.2016,Galle,C-5 Sp,1850.0,1830.0
24.05.2016,Galle,Alba,2100.0,2050.0
24.05.2016,Matara,C-5 Sp,1850.0,1850.0
24.05.2016,Kalutara,H-1,1100.0,934.0
24.05.2016,Galle,C-5,1740.0,1730.0
24.05.2016,Matara,C-5,1800.0,1747.0
24.05.2016,Matara,H-2,1600.0,1547.0
24.05.2016,Matara,M-5,1680.0,1665.0
24.05.2016,Matara,M-4,1650.0,1635.0
24.05.2016,Matara,H-1,1630.0,1608.0
24.05.2016,Matara,H-Faq,1500.0,1467.0
24.05.2016,Hambantota,Alba,2100.0,2100.0
24.05.2016,Hambantota,C-5,1750.0,1750.0
24.05.2016,Hambantota,C-4,1700.0,1700.0
24.05.2016,Hambantota,H-1,1610.0,1600.0
24.05.2016,Kalutara,M-4,1300.0,1100.0
24.05.2016,Monaragala,Gorosu,1250.0,950.0
24.05.2016,Matara,C-4,1750.0,1725.0
24.05.2016,Hambantota,Gorosu,1590.0,1580.0
24.05.2016,Kalutara,M-5,1500.0,1300.0
24.05.2016,Kalutara,C-5,1750.0,1650.0
24.05.2016,Kalutara,C-4,1700.0,1534.0
24.05.2016,Ratnapura,Alba,2200.0,2133.0
24.05.2016,Ratnapura,C-5 Sp,1800.0,1766.0
24.05.2016,Ratnapura,C-5,1650.0,1600.0
24.05.2016,Ratnapura,C-4,1400.0,1366.0
24.05.2016,Ratnapura,M-5,1300.0,1300.0
24.05.2016,Ratnapura,M-4,1300.0,1300.0
24.05.2016,Ratnapura,H-2,1350.0,1233.0
24.05.2016,Badulla,C-5,1600.0,1600.0
24.05.2016,Badulla,C-4,1500.0,1500.0
24.05.2016,Badulla,Heen,1200.0,1150.0
24.05.2016,Ratnapura,H-1,1450.0,1416.0
24.05.2016,Kurunegala,Heen,1600.0,1450.0
24.05.2016,Badulla,Gorosu,800.0,667.0
24.05.2016,Kalutara,Alba,2100.0,1900.0
24.05.2016,Gampaha,Gorosu,1500.0,1325.0
24.05.2016,Gampaha,C-5,1700.0,1600.0
24.05.2016,Colombo,H-2,1400.0,1400.0
24.05.2016,Kalutara,C-5 Sp,1900.0,1734.0
24.05.2016,Colombo,C-4,1600.0,1600.0
24.05.2016,Colombo,C-5,1650.0,1650.0
24.05.2016,Colombo,C-5 Sp,1800.0,1800.0
24.05.2016,Kurunegala,Gorosu,850.0,800.0
24.05.2016,Colombo,H-1,1450.0,1450.0
31.05.2016,Matara,Alba,2150.0,2088.0
31.05.2016,Kalutara,M-4,1300.0,1250.0
31.05.2016,Kalutara,H-1,1100.0,1000.0
31.05.2016,Kalutara,H-2,1000.0,934.0
31.05.2016,Galle,Alba,2100.0,2080.0
31.05.2016,Galle,C-5 Sp,1850.0,1840.0
31.05.2016,Galle,C-5,1800.0,1790.0
31.05.2016,Galle,C-4,1730.0,1725.0
31.05.2016,Galle,H-1,1650.0,1640.0
31.05.2016,Galle,H-2,1640.0,1630.0
31.05.2016,Matara,C-5 Sp,1800.0,1767.0
31.05.2016,Hambantota,Gorosu,1600.0,1590.0
31.05.2016,Matara,C-4,1680.0,1670.0
31.05.2016,Matara,M-5,1670.0,1660.0
31.05.2016,Matara,M-4,1650.0,1640.0
31.05.2016,Matara,H-1,1610.0,1596.0
31.05.2016,Matara,H-2,1580.0,1557.0
31.05.2016,Matara,H-Faq,1500.0,1475.0
31.05.2016,Hambantota,Alba,2100.0,2100.0
31.05.2016,Hambantota,C-5,1750.0,1750.0
31.05.2016,Hambantota,C-4,1700.0,1700.0
31.05.2016,Hambantota,H-1,1650.0,1650.0
31.05.2016,Matara,C-5,1700.0,1693.0
31.05.2016,Kalutara,C-4,1700.0,1683.0
31.05.2016,Kalutara,M-5,1500.0,1450.0
31.05.2016,Kalutara,C-5 Sp,1900.0,1784.0
31.05.2016,Ratnapura,Alba,2200.0,2166.0
31.05.2016,Ratnapura,C-5 Sp,1800.0,1750.0
31.05.2016,Ratnapura,C-5,1720.0,1673.0
31.05.2016,Ratnapura,C-4,1650.0,1616.0
31.05.2016,Ratnapura,M-5,1500.0,1493.0
31.05.2016,Ratnapura,M-4,1500.0,1493.0
31.05.2016,Ratnapura,H-1,1450.0,1416.0
31.05.2016,Ratnapura,H-2,1400.0,1385.0
31.05.2016,Badulla,C-5,1600.0,1600.0
